Gruppe;Kennzahl;Wert;Bewertung
Run 216;Varianten-ID;HighControl;
Run 216;Success / Failure;true;Success
Run 216;Gesamtdauer ms;3085,261;teuer, Performance pruefen
Run 216;Final Placed Rooms;18;
Run 216;Open Sockets Pre-Cap;13;
Run 216;Error Cause;None;
Run 217;Varianten-ID;HighControl;
Run 217;Success / Failure;true;Success
Run 217;Gesamtdauer ms;3122,332;teuer, Performance pruefen
Run 217;Final Placed Rooms;14;
Run 217;Open Sockets Pre-Cap;7;
Run 217;Error Cause;None;
Run 218;Varianten-ID;HighControl;
Run 218;Success / Failure;true;Success
Run 218;Gesamtdauer ms;3099,266;teuer, Performance pruefen
Run 218;Final Placed Rooms;14;
Run 218;Open Sockets Pre-Cap;6;
Run 218;Error Cause;None;
Run 219;Varianten-ID;HighControl;
Run 219;Success / Failure;true;Success
Run 219;Gesamtdauer ms;3160,802;teuer, Performance pruefen
Run 219;Final Placed Rooms;18;
Run 219;Open Sockets Pre-Cap;11;
Run 219;Error Cause;None;
Run 220;Varianten-ID;HighControl;
Run 220;Success / Failure;true;Success
Run 220;Gesamtdauer ms;2981,714;teuer, Performance pruefen
Run 220;Final Placed Rooms;15;
Run 220;Open Sockets Pre-Cap;6;
Run 220;Error Cause;None;
Run 221;Varianten-ID;HighControl;
Run 221;Success / Failure;true;Success
Run 221;Gesamtdauer ms;3032,984;teuer, Performance pruefen
Run 221;Final Placed Rooms;16;
Run 221;Open Sockets Pre-Cap;9;
Run 221;Error Cause;None;
Run 222;Varianten-ID;HighControl;
Run 222;Success / Failure;true;Success
Run 222;Gesamtdauer ms;3023,595;teuer, Performance pruefen
Run 222;Final Placed Rooms;17;
Run 222;Open Sockets Pre-Cap;8;
Run 222;Error Cause;None;
Run 223;Varianten-ID;HighControl;
Run 223;Success / Failure;true;Success
Run 223;Gesamtdauer ms;3071,965;teuer, Performance pruefen
Run 223;Final Placed Rooms;15;
Run 223;Open Sockets Pre-Cap;8;
Run 223;Error Cause;None;
Run 224;Varianten-ID;HighControl;
Run 224;Success / Failure;true;Success
Run 224;Gesamtdauer ms;2980,186;teuer, Performance pruefen
Run 224;Final Placed Rooms;17;
Run 224;Open Sockets Pre-Cap;11;
Run 224;Error Cause;None;
Run 225;Varianten-ID;HighControl;
Run 225;Success / Failure;true;Success
Run 225;Gesamtdauer ms;2973,842;teuer, Performance pruefen
Run 225;Final Placed Rooms;15;
Run 225;Open Sockets Pre-Cap;4;
Run 225;Error Cause;None;
Run 226;Varianten-ID;HighControl;
Run 226;Success / Failure;true;Success
Run 226;Gesamtdauer ms;2851,984;teuer, Performance pruefen
Run 226;Final Placed Rooms;20;
Run 226;Open Sockets Pre-Cap;12;
Run 226;Error Cause;None;
Run 227;Varianten-ID;HighControl;
Run 227;Success / Failure;true;Success
Run 227;Gesamtdauer ms;2699,248;teuer, Performance pruefen
Run 227;Final Placed Rooms;18;
Run 227;Open Sockets Pre-Cap;9;
Run 227;Error Cause;None;
Run 228;Varianten-ID;HighControl;
Run 228;Success / Failure;true;Success
Run 228;Gesamtdauer ms;2767,098;teuer, Performance pruefen
Run 228;Final Placed Rooms;17;
Run 228;Open Sockets Pre-Cap;14;
Run 228;Error Cause;None;
Run 229;Varianten-ID;HighControl;
Run 229;Success / Failure;true;Success
Run 229;Gesamtdauer ms;2710,507;teuer, Performance pruefen
Run 229;Final Placed Rooms;17;
Run 229;Open Sockets Pre-Cap;10;
Run 229;Error Cause;None;
Run 230;Varianten-ID;HighControl;
Run 230;Success / Failure;true;Success
Run 230;Gesamtdauer ms;2701,486;teuer, Performance pruefen
Run 230;Final Placed Rooms;17;
Run 230;Open Sockets Pre-Cap;5;
Run 230;Error Cause;None;
Run 231;Varianten-ID;HighControl;
Run 231;Success / Failure;true;Success
Run 231;Gesamtdauer ms;2860,711;teuer, Performance pruefen
Run 231;Final Placed Rooms;15;
Run 231;Open Sockets Pre-Cap;11;
Run 231;Error Cause;None;
Run 232;Varianten-ID;HighControl;
Run 232;Success / Failure;true;Success
Run 232;Gesamtdauer ms;2751,645;teuer, Performance pruefen
Run 232;Final Placed Rooms;16;
Run 232;Open Sockets Pre-Cap;6;
Run 232;Error Cause;None;
Run 233;Varianten-ID;HighControl;
Run 233;Success / Failure;true;Success
Run 233;Gesamtdauer ms;2770,419;teuer, Performance pruefen
Run 233;Final Placed Rooms;19;
Run 233;Open Sockets Pre-Cap;10;
Run 233;Error Cause;None;
Run 234;Varianten-ID;HighControl;
Run 234;Success / Failure;true;Success
Run 234;Gesamtdauer ms;2774,598;teuer, Performance pruefen
Run 234;Final Placed Rooms;17;
Run 234;Open Sockets Pre-Cap;9;
Run 234;Error Cause;None;
Run 235;Varianten-ID;HighControl;
Run 235;Success / Failure;true;Success
Run 235;Gesamtdauer ms;2798,889;teuer, Performance pruefen
Run 235;Final Placed Rooms;15;
Run 235;Open Sockets Pre-Cap;5;
Run 235;Error Cause;None;
Run 236;Varianten-ID;HighControl;
Run 236;Success / Failure;true;Success
Run 236;Gesamtdauer ms;2923,7;teuer, Performance pruefen
Run 236;Final Placed Rooms;14;
Run 236;Open Sockets Pre-Cap;5;
Run 236;Error Cause;None;
Run 237;Varianten-ID;HighControl;
Run 237;Success / Failure;true;Success
Run 237;Gesamtdauer ms;2819,866;teuer, Performance pruefen
Run 237;Final Placed Rooms;15;
Run 237;Open Sockets Pre-Cap;6;
Run 237;Error Cause;None;
Run 238;Varianten-ID;HighControl;
Run 238;Success / Failure;true;Success
Run 238;Gesamtdauer ms;2834,124;teuer, Performance pruefen
Run 238;Final Placed Rooms;16;
Run 238;Open Sockets Pre-Cap;8;
Run 238;Error Cause;None;
Run 239;Varianten-ID;HighControl;
Run 239;Success / Failure;true;Success
Run 239;Gesamtdauer ms;2863,654;teuer, Performance pruefen
Run 239;Final Placed Rooms;17;
Run 239;Open Sockets Pre-Cap;9;
Run 239;Error Cause;None;
Run 240;Varianten-ID;HighControl;
Run 240;Success / Failure;true;Success
Run 240;Gesamtdauer ms;2706,919;teuer, Performance pruefen
Run 240;Final Placed Rooms;19;
Run 240;Open Sockets Pre-Cap;11;
Run 240;Error Cause;None;
Run 241;Varianten-ID;HighControl;
Run 241;Success / Failure;true;Success
Run 241;Gesamtdauer ms;2711,469;teuer, Performance pruefen
Run 241;Final Placed Rooms;17;
Run 241;Open Sockets Pre-Cap;9;
Run 241;Error Cause;None;
Run 242;Varianten-ID;HighControl;
Run 242;Success / Failure;true;Success
Run 242;Gesamtdauer ms;2919,292;teuer, Performance pruefen
Run 242;Final Placed Rooms;16;
Run 242;Open Sockets Pre-Cap;8;
Run 242;Error Cause;None;
Run 243;Varianten-ID;HighControl;
Run 243;Success / Failure;true;Success
Run 243;Gesamtdauer ms;3027,704;teuer, Performance pruefen
Run 243;Final Placed Rooms;13;
Run 243;Open Sockets Pre-Cap;4;
Run 243;Error Cause;None;
Run 244;Varianten-ID;HighControl;
Run 244;Success / Failure;true;Success
Run 244;Gesamtdauer ms;2887,386;teuer, Performance pruefen
Run 244;Final Placed Rooms;15;
Run 244;Open Sockets Pre-Cap;6;
Run 244;Error Cause;None;
Run 245;Varianten-ID;HighControl;
Run 245;Success / Failure;true;Success
Run 245;Gesamtdauer ms;2791,003;teuer, Performance pruefen
Run 245;Final Placed Rooms;17;
Run 245;Open Sockets Pre-Cap;11;
Run 245;Error Cause;None;
Run 246;Varianten-ID;HighControl;
Run 246;Success / Failure;true;Success
Run 246;Gesamtdauer ms;2691,257;teuer, Performance pruefen
Run 246;Final Placed Rooms;16;
Run 246;Open Sockets Pre-Cap;5;
Run 246;Error Cause;None;
Run 247;Varianten-ID;HighControl;
Run 247;Success / Failure;true;Success
Run 247;Gesamtdauer ms;2673,235;teuer, Performance pruefen
Run 247;Final Placed Rooms;19;
Run 247;Open Sockets Pre-Cap;12;
Run 247;Error Cause;None;
Run 248;Varianten-ID;HighControl;
Run 248;Success / Failure;true;Success
Run 248;Gesamtdauer ms;2827,555;teuer, Performance pruefen
Run 248;Final Placed Rooms;17;
Run 248;Open Sockets Pre-Cap;8;
Run 248;Error Cause;None;
Run 249;Varianten-ID;HighControl;
Run 249;Success / Failure;true;Success
Run 249;Gesamtdauer ms;2899,806;teuer, Performance pruefen
Run 249;Final Placed Rooms;17;
Run 249;Open Sockets Pre-Cap;8;
Run 249;Error Cause;None;
Run 250;Varianten-ID;HighControl;
Run 250;Success / Failure;true;Success
Run 250;Gesamtdauer ms;2971,188;teuer, Performance pruefen
Run 250;Final Placed Rooms;18;
Run 250;Open Sockets Pre-Cap;9;
Run 250;Error Cause;None;
Run 251;Varianten-ID;HighControl;
Run 251;Success / Failure;true;Success
Run 251;Gesamtdauer ms;3007,184;teuer, Performance pruefen
Run 251;Final Placed Rooms;16;
Run 251;Open Sockets Pre-Cap;6;
Run 251;Error Cause;None;
Run 252;Varianten-ID;HighControl;
Run 252;Success / Failure;true;Success
Run 252;Gesamtdauer ms;2941,269;teuer, Performance pruefen
Run 252;Final Placed Rooms;15;
Run 252;Open Sockets Pre-Cap;5;
Run 252;Error Cause;None;
Run 253;Varianten-ID;HighControl;
Run 253;Success / Failure;true;Success
Run 253;Gesamtdauer ms;2917,187;teuer, Performance pruefen
Run 253;Final Placed Rooms;17;
Run 253;Open Sockets Pre-Cap;9;
Run 253;Error Cause;None;
Run 254;Varianten-ID;HighControl;
Run 254;Success / Failure;true;Success
Run 254;Gesamtdauer ms;2856,256;teuer, Performance pruefen
Run 254;Final Placed Rooms;16;
Run 254;Open Sockets Pre-Cap;9;
Run 254;Error Cause;None;
Run 255;Varianten-ID;HighControl;
Run 255;Success / Failure;true;Success
Run 255;Gesamtdauer ms;2879,424;teuer, Performance pruefen
Run 255;Final Placed Rooms;18;
Run 255;Open Sockets Pre-Cap;11;
Run 255;Error Cause;None;
Run 256;Varianten-ID;HighControl;
Run 256;Success / Failure;true;Success
Run 256;Gesamtdauer ms;3167,194;teuer, Performance pruefen
Run 256;Final Placed Rooms;15;
Run 256;Open Sockets Pre-Cap;6;
Run 256;Error Cause;None;
Run 257;Varianten-ID;HighControl;
Run 257;Success / Failure;true;Success
Run 257;Gesamtdauer ms;3126,34;teuer, Performance pruefen
Run 257;Final Placed Rooms;15;
Run 257;Open Sockets Pre-Cap;6;
Run 257;Error Cause;None;
Run 258;Varianten-ID;HighControl;
Run 258;Success / Failure;true;Success
Run 258;Gesamtdauer ms;3219,233;teuer, Performance pruefen
Run 258;Final Placed Rooms;17;
Run 258;Open Sockets Pre-Cap;10;
Run 258;Error Cause;None;
Run 259;Varianten-ID;HighControl;
Run 259;Success / Failure;true;Success
Run 259;Gesamtdauer ms;3248,462;teuer, Performance pruefen
Run 259;Final Placed Rooms;17;
Run 259;Open Sockets Pre-Cap;7;
Run 259;Error Cause;None;
Run 260;Varianten-ID;HighControl;
Run 260;Success / Failure;true;Success
Run 260;Gesamtdauer ms;3228,902;teuer, Performance pruefen
Run 260;Final Placed Rooms;16;
Run 260;Open Sockets Pre-Cap;8;
Run 260;Error Cause;None;
Run 261;Varianten-ID;HighControl;
Run 261;Success / Failure;true;Success
Run 261;Gesamtdauer ms;3381,052;teuer, Performance pruefen
Run 261;Final Placed Rooms;17;
Run 261;Open Sockets Pre-Cap;10;
Run 261;Error Cause;None;
Run 262;Varianten-ID;HighControl;
Run 262;Success / Failure;true;Success
Run 262;Gesamtdauer ms;3345,614;teuer, Performance pruefen
Run 262;Final Placed Rooms;16;
Run 262;Open Sockets Pre-Cap;7;
Run 262;Error Cause;None;
Run 263;Varianten-ID;HighControl;
Run 263;Success / Failure;true;Success
Run 263;Gesamtdauer ms;3481,63;teuer, Performance pruefen
Run 263;Final Placed Rooms;15;
Run 263;Open Sockets Pre-Cap;8;
Run 263;Error Cause;None;
Run 264;Varianten-ID;HighControl;
Run 264;Success / Failure;true;Success
Run 264;Gesamtdauer ms;3466,807;teuer, Performance pruefen
Run 264;Final Placed Rooms;17;
Run 264;Open Sockets Pre-Cap;10;
Run 264;Error Cause;None;
Run 265;Varianten-ID;HighControl;
Run 265;Success / Failure;true;Success
Run 265;Gesamtdauer ms;3429,552;teuer, Performance pruefen
Run 265;Final Placed Rooms;17;
Run 265;Open Sockets Pre-Cap;11;
Run 265;Error Cause;None;
Run 266;Varianten-ID;HighControl;
Run 266;Success / Failure;true;Success
Run 266;Gesamtdauer ms;3291,286;teuer, Performance pruefen
Run 266;Final Placed Rooms;17;
Run 266;Open Sockets Pre-Cap;5;
Run 266;Error Cause;None;
Run 267;Varianten-ID;HighControl;
Run 267;Success / Failure;true;Success
Run 267;Gesamtdauer ms;3315,184;teuer, Performance pruefen
Run 267;Final Placed Rooms;19;
Run 267;Open Sockets Pre-Cap;9;
Run 267;Error Cause;None;
Run 268;Varianten-ID;HighControl;
Run 268;Success / Failure;true;Success
Run 268;Gesamtdauer ms;3303,63;teuer, Performance pruefen
Run 268;Final Placed Rooms;14;
Run 268;Open Sockets Pre-Cap;5;
Run 268;Error Cause;None;
Run 269;Varianten-ID;HighControl;
Run 269;Success / Failure;true;Success
Run 269;Gesamtdauer ms;3366,643;teuer, Performance pruefen
Run 269;Final Placed Rooms;17;
Run 269;Open Sockets Pre-Cap;8;
Run 269;Error Cause;None;
Run 270;Varianten-ID;HighControl;
Run 270;Success / Failure;true;Success
Run 270;Gesamtdauer ms;3421,247;teuer, Performance pruefen
Run 270;Final Placed Rooms;14;
Run 270;Open Sockets Pre-Cap;6;
Run 270;Error Cause;None;
Run 271;Varianten-ID;HighControl;
Run 271;Success / Failure;true;Success
Run 271;Gesamtdauer ms;3321,095;teuer, Performance pruefen
Run 271;Final Placed Rooms;16;
Run 271;Open Sockets Pre-Cap;5;
Run 271;Error Cause;None;
Run 272;Varianten-ID;HighControl;
Run 272;Success / Failure;true;Success
Run 272;Gesamtdauer ms;3838,318;teuer, Performance pruefen
Run 272;Final Placed Rooms;18;
Run 272;Open Sockets Pre-Cap;8;
Run 272;Error Cause;None;
Run 273;Varianten-ID;HighControl;
Run 273;Success / Failure;true;Success
Run 273;Gesamtdauer ms;2932,134;teuer, Performance pruefen
Run 273;Final Placed Rooms;16;
Run 273;Open Sockets Pre-Cap;5;
Run 273;Error Cause;None;
Run 274;Varianten-ID;HighControl;
Run 274;Success / Failure;true;Success
Run 274;Gesamtdauer ms;2912,878;teuer, Performance pruefen
Run 274;Final Placed Rooms;17;
Run 274;Open Sockets Pre-Cap;7;
Run 274;Error Cause;None;
Run 275;Varianten-ID;HighControl;
Run 275;Success / Failure;true;Success
Run 275;Gesamtdauer ms;3178,342;teuer, Performance pruefen
Run 275;Final Placed Rooms;16;
Run 275;Open Sockets Pre-Cap;6;
Run 275;Error Cause;None;
Run 276;Varianten-ID;HighControl;
Run 276;Success / Failure;true;Success
Run 276;Gesamtdauer ms;2873,795;teuer, Performance pruefen
Run 276;Final Placed Rooms;18;
Run 276;Open Sockets Pre-Cap;9;
Run 276;Error Cause;None;
Run 277;Varianten-ID;HighControl;
Run 277;Success / Failure;true;Success
Run 277;Gesamtdauer ms;2677,919;teuer, Performance pruefen
Run 277;Final Placed Rooms;15;
Run 277;Open Sockets Pre-Cap;4;
Run 277;Error Cause;None;
Run 278;Varianten-ID;HighControl;
Run 278;Success / Failure;true;Success
Run 278;Gesamtdauer ms;2487,857;teuer, Performance pruefen
Run 278;Final Placed Rooms;16;
Run 278;Open Sockets Pre-Cap;7;
Run 278;Error Cause;None;
Run 279;Varianten-ID;HighControl;
Run 279;Success / Failure;true;Success
Run 279;Gesamtdauer ms;2396,551;teuer, Performance pruefen
Run 279;Final Placed Rooms;18;
Run 279;Open Sockets Pre-Cap;8;
Run 279;Error Cause;None;
Run 280;Varianten-ID;HighControl;
Run 280;Success / Failure;true;Success
Run 280;Gesamtdauer ms;2432,441;teuer, Performance pruefen
Run 280;Final Placed Rooms;15;
Run 280;Open Sockets Pre-Cap;9;
Run 280;Error Cause;None;
Run 281;Varianten-ID;HighControl;
Run 281;Success / Failure;true;Success
Run 281;Gesamtdauer ms;2516,821;teuer, Performance pruefen
Run 281;Final Placed Rooms;14;
Run 281;Open Sockets Pre-Cap;9;
Run 281;Error Cause;None;
Run 282;Varianten-ID;HighControl;
Run 282;Success / Failure;true;Success
Run 282;Gesamtdauer ms;2833,588;teuer, Performance pruefen
Run 282;Final Placed Rooms;15;
Run 282;Open Sockets Pre-Cap;10;
Run 282;Error Cause;None;
Run 283;Varianten-ID;HighControl;
Run 283;Success / Failure;true;Success
Run 283;Gesamtdauer ms;3060,046;teuer, Performance pruefen
Run 283;Final Placed Rooms;15;
Run 283;Open Sockets Pre-Cap;9;
Run 283;Error Cause;None;
Run 284;Varianten-ID;HighControl;
Run 284;Success / Failure;true;Success
Run 284;Gesamtdauer ms;3118,559;teuer, Performance pruefen
Run 284;Final Placed Rooms;17;
Run 284;Open Sockets Pre-Cap;9;
Run 284;Error Cause;None;
Run 285;Varianten-ID;HighControl;
Run 285;Success / Failure;true;Success
Run 285;Gesamtdauer ms;2907,334;teuer, Performance pruefen
Run 285;Final Placed Rooms;17;
Run 285;Open Sockets Pre-Cap;8;
Run 285;Error Cause;None;
Run 286;Varianten-ID;HighControl;
Run 286;Success / Failure;true;Success
Run 286;Gesamtdauer ms;2821,6;teuer, Performance pruefen
Run 286;Final Placed Rooms;15;
Run 286;Open Sockets Pre-Cap;10;
Run 286;Error Cause;None;
Run 287;Varianten-ID;HighControl;
Run 287;Success / Failure;true;Success
Run 287;Gesamtdauer ms;3082,329;teuer, Performance pruefen
Run 287;Final Placed Rooms;17;
Run 287;Open Sockets Pre-Cap;9;
Run 287;Error Cause;None;
Run 288;Varianten-ID;HighControl;
Run 288;Success / Failure;true;Success
Run 288;Gesamtdauer ms;3079,459;teuer, Performance pruefen
Run 288;Final Placed Rooms;17;
Run 288;Open Sockets Pre-Cap;8;
Run 288;Error Cause;None;
Run 289;Varianten-ID;HighControl;
Run 289;Success / Failure;true;Success
Run 289;Gesamtdauer ms;2987,203;teuer, Performance pruefen
Run 289;Final Placed Rooms;17;
Run 289;Open Sockets Pre-Cap;7;
Run 289;Error Cause;None;
Run 290;Varianten-ID;HighControl;
Run 290;Success / Failure;true;Success
Run 290;Gesamtdauer ms;3010,001;teuer, Performance pruefen
Run 290;Final Placed Rooms;17;
Run 290;Open Sockets Pre-Cap;7;
Run 290;Error Cause;None;
Run 291;Varianten-ID;HighControl;
Run 291;Success / Failure;true;Success
Run 291;Gesamtdauer ms;2978,979;teuer, Performance pruefen
Run 291;Final Placed Rooms;19;
Run 291;Open Sockets Pre-Cap;10;
Run 291;Error Cause;None;
Run 292;Varianten-ID;HighControl;
Run 292;Success / Failure;true;Success
Run 292;Gesamtdauer ms;3328,471;teuer, Performance pruefen
Run 292;Final Placed Rooms;14;
Run 292;Open Sockets Pre-Cap;7;
Run 292;Error Cause;None;
Run 293;Varianten-ID;HighControl;
Run 293;Success / Failure;true;Success
Run 293;Gesamtdauer ms;3602,104;teuer, Performance pruefen
Run 293;Final Placed Rooms;16;
Run 293;Open Sockets Pre-Cap;9;
Run 293;Error Cause;None;
Run 294;Varianten-ID;HighControl;
Run 294;Success / Failure;true;Success
Run 294;Gesamtdauer ms;3726,642;teuer, Performance pruefen
Run 294;Final Placed Rooms;17;
Run 294;Open Sockets Pre-Cap;9;
Run 294;Error Cause;None;
Run 295;Varianten-ID;HighControl;
Run 295;Success / Failure;true;Success
Run 295;Gesamtdauer ms;5044,218;teuer, Performance pruefen
Run 295;Final Placed Rooms;17;
Run 295;Open Sockets Pre-Cap;13;
Run 295;Error Cause;None;
Run 296;Varianten-ID;HighControl;
Run 296;Success / Failure;true;Success
Run 296;Gesamtdauer ms;4023,984;teuer, Performance pruefen
Run 296;Final Placed Rooms;16;
Run 296;Open Sockets Pre-Cap;14;
Run 296;Error Cause;None;
Run 297;Varianten-ID;HighControl;
Run 297;Success / Failure;true;Success
Run 297;Gesamtdauer ms;3857,157;teuer, Performance pruefen
Run 297;Final Placed Rooms;15;
Run 297;Open Sockets Pre-Cap;3;
Run 297;Error Cause;None;
Run 298;Varianten-ID;HighControl;
Run 298;Success / Failure;true;Success
Run 298;Gesamtdauer ms;3589,581;teuer, Performance pruefen
Run 298;Final Placed Rooms;23;
Run 298;Open Sockets Pre-Cap;8;
Run 298;Error Cause;None;
Run 299;Varianten-ID;HighControl;
Run 299;Success / Failure;true;Success
Run 299;Gesamtdauer ms;3375,129;teuer, Performance pruefen
Run 299;Final Placed Rooms;23;
Run 299;Open Sockets Pre-Cap;8;
Run 299;Error Cause;None;
Run 300;Varianten-ID;HighControl;
Run 300;Success / Failure;true;Success
Run 300;Gesamtdauer ms;3363,236;teuer, Performance pruefen
Run 300;Final Placed Rooms;23;
Run 300;Open Sockets Pre-Cap;8;
Run 300;Error Cause;None;
Run 301;Varianten-ID;HighControl;
Run 301;Success / Failure;true;Success
Run 301;Gesamtdauer ms;3079,905;teuer, Performance pruefen
Run 301;Final Placed Rooms;23;
Run 301;Open Sockets Pre-Cap;8;
Run 301;Error Cause;None;
Run 302;Varianten-ID;HighControl;
Run 302;Success / Failure;true;Success
Run 302;Gesamtdauer ms;2902,968;teuer, Performance pruefen
Run 302;Final Placed Rooms;23;
Run 302;Open Sockets Pre-Cap;8;
Run 302;Error Cause;None;
Run 303;Varianten-ID;HighControl;
Run 303;Success / Failure;true;Success
Run 303;Gesamtdauer ms;2740,238;teuer, Performance pruefen
Run 303;Final Placed Rooms;23;
Run 303;Open Sockets Pre-Cap;8;
Run 303;Error Cause;None;
Run 304;Varianten-ID;HighControl;
Run 304;Success / Failure;true;Success
Run 304;Gesamtdauer ms;2597,531;teuer, Performance pruefen
Run 304;Final Placed Rooms;23;
Run 304;Open Sockets Pre-Cap;8;
Run 304;Error Cause;None;
Run 305;Varianten-ID;HighControl;
Run 305;Success / Failure;true;Success
Run 305;Gesamtdauer ms;2340,744;teuer, Performance pruefen
Run 305;Final Placed Rooms;23;
Run 305;Open Sockets Pre-Cap;8;
Run 305;Error Cause;None;
Run 306;Varianten-ID;HighControl;
Run 306;Success / Failure;true;Success
Run 306;Gesamtdauer ms;2136,195;teuer, Performance pruefen
Run 306;Final Placed Rooms;23;
Run 306;Open Sockets Pre-Cap;8;
Run 306;Error Cause;None;
Run 307;Varianten-ID;HighControl;
Run 307;Success / Failure;true;Success
Run 307;Gesamtdauer ms;1859,86;teuer, Performance pruefen
Run 307;Final Placed Rooms;23;
Run 307;Open Sockets Pre-Cap;8;
Run 307;Error Cause;None;
Run 308;Varianten-ID;HighControl;
Run 308;Success / Failure;true;Success
Run 308;Gesamtdauer ms;1586,934;teuer, Performance pruefen
Run 308;Final Placed Rooms;23;
Run 308;Open Sockets Pre-Cap;8;
Run 308;Error Cause;None;
Run 309;Varianten-ID;HighControl;
Run 309;Success / Failure;true;Success
Run 309;Gesamtdauer ms;1322,996;teuer, Performance pruefen
Run 309;Final Placed Rooms;23;
Run 309;Open Sockets Pre-Cap;8;
Run 309;Error Cause;None;
Run 310;Varianten-ID;HighControl;
Run 310;Success / Failure;true;Success
Run 310;Gesamtdauer ms;1158,969;teuer, Performance pruefen
Run 310;Final Placed Rooms;23;
Run 310;Open Sockets Pre-Cap;8;
Run 310;Error Cause;None;
Run 311;Varianten-ID;HighControl;
Run 311;Success / Failure;true;Success
Run 311;Gesamtdauer ms;749,365;spuerbar, aber fuer Offline-Generierung brauchbar
Run 311;Final Placed Rooms;23;
Run 311;Open Sockets Pre-Cap;8;
Run 311;Error Cause;None;
Run 312;Varianten-ID;HighControl;
Run 312;Success / Failure;true;Success
Run 312;Gesamtdauer ms;218,902;unproblematisch
Run 312;Final Placed Rooms;23;
Run 312;Open Sockets Pre-Cap;8;
Run 312;Error Cause;None;
Run 313;Varianten-ID;HighControl;
Run 313;Success / Failure;true;Success
Run 313;Gesamtdauer ms;3288,303;teuer, Performance pruefen
Run 313;Final Placed Rooms;16;
Run 313;Open Sockets Pre-Cap;11;
Run 313;Error Cause;None;
Run 314;Varianten-ID;HighControl;
Run 314;Success / Failure;true;Success
Run 314;Gesamtdauer ms;3039,808;teuer, Performance pruefen
Run 314;Final Placed Rooms;16;
Run 314;Open Sockets Pre-Cap;7;
Run 314;Error Cause;None;
Run 315;Varianten-ID;HighControl;
Run 315;Success / Failure;true;Success
Run 315;Gesamtdauer ms;3296,643;teuer, Performance pruefen
Run 315;Final Placed Rooms;17;
Run 315;Open Sockets Pre-Cap;9;
Run 315;Error Cause;None;
Run 316;Varianten-ID;HighControl;
Run 316;Success / Failure;true;Success
Run 316;Gesamtdauer ms;3599,424;teuer, Performance pruefen
Run 316;Final Placed Rooms;17;
Run 316;Open Sockets Pre-Cap;12;
Run 316;Error Cause;None;
Run 317;Varianten-ID;HighControl;
Run 317;Success / Failure;true;Success
Run 317;Gesamtdauer ms;3360,734;teuer, Performance pruefen
Run 317;Final Placed Rooms;17;
Run 317;Open Sockets Pre-Cap;8;
Run 317;Error Cause;None;
Run 318;Varianten-ID;HighControl;
Run 318;Success / Failure;true;Success
Run 318;Gesamtdauer ms;3178,902;teuer, Performance pruefen
Run 318;Final Placed Rooms;19;
Run 318;Open Sockets Pre-Cap;9;
Run 318;Error Cause;None;
Run 319;Varianten-ID;HighControl;
Run 319;Success / Failure;true;Success
Run 319;Gesamtdauer ms;3035,993;teuer, Performance pruefen
Run 319;Final Placed Rooms;19;
Run 319;Open Sockets Pre-Cap;9;
Run 319;Error Cause;None;
Run 320;Varianten-ID;HighControl;
Run 320;Success / Failure;true;Success
Run 320;Gesamtdauer ms;2665,308;teuer, Performance pruefen
Run 320;Final Placed Rooms;19;
Run 320;Open Sockets Pre-Cap;9;
Run 320;Error Cause;None;
Run 321;Varianten-ID;HighControl;
Run 321;Success / Failure;true;Success
Run 321;Gesamtdauer ms;2734,78;teuer, Performance pruefen
Run 321;Final Placed Rooms;19;
Run 321;Open Sockets Pre-Cap;9;
Run 321;Error Cause;None;
Run 322;Varianten-ID;HighControl;
Run 322;Success / Failure;true;Success
Run 322;Gesamtdauer ms;2455,82;teuer, Performance pruefen
Run 322;Final Placed Rooms;19;
Run 322;Open Sockets Pre-Cap;9;
Run 322;Error Cause;None;
Run 323;Varianten-ID;HighControl;
Run 323;Success / Failure;true;Success
Run 323;Gesamtdauer ms;2238,373;teuer, Performance pruefen
Run 323;Final Placed Rooms;19;
Run 323;Open Sockets Pre-Cap;9;
Run 323;Error Cause;None;
Run 324;Varianten-ID;HighControl;
Run 324;Success / Failure;true;Success
Run 324;Gesamtdauer ms;1855,616;teuer, Performance pruefen
Run 324;Final Placed Rooms;19;
Run 324;Open Sockets Pre-Cap;9;
Run 324;Error Cause;None;
Run 325;Varianten-ID;HighControl;
Run 325;Success / Failure;true;Success
Run 325;Gesamtdauer ms;1793,944;teuer, Performance pruefen
Run 325;Final Placed Rooms;19;
Run 325;Open Sockets Pre-Cap;9;
Run 325;Error Cause;None;
Run 326;Varianten-ID;HighControl;
Run 326;Success / Failure;true;Success
Run 326;Gesamtdauer ms;1583,129;teuer, Performance pruefen
Run 326;Final Placed Rooms;19;
Run 326;Open Sockets Pre-Cap;9;
Run 326;Error Cause;None;
Run 327;Varianten-ID;HighControl;
Run 327;Success / Failure;true;Success
Run 327;Gesamtdauer ms;1533,334;teuer, Performance pruefen
Run 327;Final Placed Rooms;19;
Run 327;Open Sockets Pre-Cap;9;
Run 327;Error Cause;None;
Run 328;Varianten-ID;HighControl;
Run 328;Success / Failure;true;Success
Run 328;Gesamtdauer ms;1311,306;teuer, Performance pruefen
Run 328;Final Placed Rooms;19;
Run 328;Open Sockets Pre-Cap;9;
Run 328;Error Cause;None;
Run 329;Varianten-ID;HighControl;
Run 329;Success / Failure;true;Success
